convert_TF,touch1,touch2,touch3,touch4,touch5,tier
False,referral,referral,email,referral,display,2
False,referral,social,,,,2
False,referral,display,referral,social,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,email,referral,referral,,2
False,referral,display,referral,,,2
False,referral,display,referral,,,2
False,display,email,referral,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,display,,,2
False,referral,,,,,2
False,display,referral,referral,,,2
False,referral,social,referral,referral,,2
False,paid_search,referral,,,,2
False,display,referral,social,,,2
False,referral,referral,display,referral,,2
False,referral,email,referral,,,2
False,social,social,referral,referral,,2
False,referral,referral,paid_search,referral,referral,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,social,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,display,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,referral,email,referral,2
False,referral,referral,referral,social,,2
False,referral,referral,,,,2
False,referral,email,referral,referral,,2
False,referral,display,referral,referral,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,display,referral,referral,,2
False,referral,email,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,display,email,referral,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,social,referral,referral,,,2
False,social,social,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,display,display,referral,,,2
False,social,display,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,social,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,display,,2
False,email,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,display,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,referral,social,2
False,referral,referral,email,,,2
False,referral,email,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,display,referral,,2
False,referral,,,,,2
False,social,referral,,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,,2
False,referral,display,,,,2
False,referral,email,display,referral,,2
False,referral,social,,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,paid_search,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,social,referral,,,,2
False,referral,display,email,referral,,2
False,social,,,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,display,referral,,,2
False,referral,referral,email,referral,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,display,referral,,2
False,referral,social,social,referral,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,social,referral,referral,referral,,2
False,referral,social,referral,,,2
False,social,referral,referral,,,2
False,social,display,display,display,referral,2
False,paid_search,referral,referral,referral,,2
False,social,referral,referral,email,referral,2
False,referral,referral,display,referral,referral,2
False,referral,referral,display,,,2
False,referral,referral,referral,,,2
False,display,referral,,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,email,referral,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,social,,,,,2
False,social,referral,,,,2
False,referral,social,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,display,referral,referral,referral,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,email,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,email,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,referral,,2
False,referral,display,display,referral,referral,2
False,display,referral,referral,,,2
False,referral,referral,social,,,2
False,social,referral,,,,2
False,referral,display,,,,2
False,referral,referral,,,,2
False,display,display,referral,,,2
False,social,referral,referral,,,2
False,social,referral,referral,referral,,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,email,,,,,2
False,display,referral,,,,2
False,referral,display,,,,2
False,email,referral,referral,referral,,2
False,referral,,,,,2
False,paid_search,email,referral,,,2
False,referral,referral,referral,display,,2
False,referral,referral,email,referral,email,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,paid_search,email,email,,2
False,referral,referral,referral,,,2
False,display,referral,referral,referral,referral,2
False,referral,display,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,,,,,2
False,display,referral,referral,email,referral,2
False,referral,referral,referral,display,referral,2
False,referral,referral,referral,,,2
False,display,referral,,,,2
False,display,referral,social,referral,referral,2
False,display,referral,referral,,,2
False,referral,social,social,referral,display,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,referral,referral,2
False,email,referral,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,display,referral,2
False,referral,social,referral,referral,,2
False,referral,social,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,referral,display,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,paid_search,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,display,social,referral,,,2
False,referral,social,referral,social,referral,2
False,referral,display,email,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,display,referral,display,referral,,2
False,referral,referral,social,,,2
False,email,display,referral,,,2
False,referral,referral,referral,social,,2
False,email,email,referral,,,2
False,referral,social,,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,paid_search,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,social,paid_search,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,social,,,,2
False,referral,referral,email,,,2
False,email,referral,,,,2
False,referral,display,referral,referral,referral,2
False,referral,social,referral,display,,2
False,referral,,,,,2
False,social,social,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,display,referral,,,,2
False,referral,social,referral,referral,,2
False,social,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,social,,,,2
False,display,referral,,,,2
False,email,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,referral,2
False,referral,,,,,2
False,referral,referral,social,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,social,referral,referral,display,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,,,,,2
False,email,referral,referral,,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,paid_search,display,referral,,2
False,referral,,,,,2
False,referral,referral,email,,,2
False,display,social,referral,,,2
False,referral,social,email,,,2
False,email,referral,referral,referral,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,display,referral,,2
False,referral,referral,email,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,display,referral,2
False,referral,referral,referral,,,2
False,referral,paid_search,social,email,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,social,display,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,social,social,social,display,referral,2
False,social,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,referral,display,referral,,,2
False,referral,display,referral,,,2
False,referral,social,email,referral,referral,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,paid_search,,,2
False,referral,referral,,,,2
False,social,display,referral,,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,display,referral,display,,,2
False,referral,referral,referral,,,2
False,email,email,referral,referral,,2
False,referral,referral,referral,,,2
False,display,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,social,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,email,referral,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,display,,,,2
False,social,email,referral,,,2
False,referral,,,,,2
False,referral,social,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,paid_search,email,,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,,2
False,referral,,,,,2
False,referral,paid_search,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,display,,,,2
False,referral,paid_search,,,,2
False,referral,referral,,,,2
False,referral,referral,email,referral,referral,2
False,referral,,,,,2
False,referral,email,display,email,,2
False,referral,referral,referral,,,2
False,referral,referral,email,referral,referral,2
False,social,referral,referral,,,2
False,email,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,display,,,,2
False,referral,,,,,2
False,paid_search,referral,,,,2
False,display,referral,social,referral,,2
False,referral,,,,,2
False,referral,email,,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,social,referral,,,2
False,paid_search,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,referral,,,,2
False,referral,referral,,,,2
False,email,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,email,referral,display,referral,referral,2
False,display,referral,display,referral,,2
False,display,referral,referral,social,referral,2
False,referral,referral,paid_search,referral,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,social,referral,referral,,2
False,email,referral,,,,2
False,display,referral,email,referral,,2
False,paid_search,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,social,paid_search,referral,social,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,display,email,email,referral,,2
False,referral,referral,,,,2
False,referral,social,referral,,,2
False,referral,display,referral,,,2
False,referral,social,referral,paid_search,referral,2
False,email,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,email,social,referral,,,2
False,referral,referral,social,social,,2
False,referral,social,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,email,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,social,referral,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,social,referral,,,2
False,referral,display,referral,display,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,display,referral,,,2
False,social,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,display,referral,referral,social,2
False,referral,referral,referral,,,2
False,social,social,referral,referral,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,display,display,,,2
False,referral,referral,display,referral,referral,2
False,email,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,email,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,referral,,,,2
False,social,email,referral,display,referral,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,display,display,,,2
False,referral,display,referral,referral,referral,2
False,display,referral,referral,referral,,2
False,social,social,email,referral,,2
False,referral,email,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,paid_search,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,paid_search,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,paid_search,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,,,2
False,referral,display,referral,,,2
False,referral,referral,display,referral,,2
False,referral,social,referral,,,2
False,social,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,social,referral,referral,referral,referral,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,display,display,referral,,,2
False,display,referral,paid_search,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,referral,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,social,social,referral,2
False,social,referral,,,,2
False,paid_search,referral,,,,2
False,display,display,referral,,,2
False,referral,paid_search,paid_search,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,referral,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,display,referral,referral,,,2
False,referral,display,,,,2
False,display,display,referral,,,2
False,display,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,email,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,email,email,referral,2
False,referral,referral,display,,,2
False,referral,display,display,organic_search,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,display,social,,,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,display,referral,referral,social,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,email,referral,,,2
False,display,referral,referral,,,2
False,referral,display,referral,,,2
False,social,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,social,social,referral,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,display,referral,social,,2
False,referral,referral,referral,email,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,paid_search,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,,,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,display,,,,2
False,display,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,display,referral,referral,referral,2
False,referral,email,referral,referral,,2
False,referral,referral,referral,social,referral,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,paid_search,referral,referral,2
False,referral,email,referral,,,2
False,referral,referral,email,,,2
False,referral,referral,referral,,,2
False,email,referral,,,,2
False,referral,paid_search,display,referral,,2
False,referral,referral,display,,,2
False,referral,social,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,paid_search,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,display,referral,,,2
False,social,display,referral,,,2
False,display,referral,referral,referral,,2
False,referral,social,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,social,display,,2
False,referral,social,display,referral,,2
False,referral,display,referral,,,2
False,display,referral,referral,referral,,2
False,display,email,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,paid_search,referral,referral,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,display,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,paid_search,,2
False,referral,social,referral,,,2
False,referral,email,referral,,,2
False,paid_search,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,referral,,2
False,display,display,social,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,social,referral,email,referral,,2
False,display,display,referral,,,2
False,referral,referral,,,,2
False,paid_search,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,social,display,,,2
False,referral,referral,social,,,2
False,referral,referral,email,referral,,2
False,email,display,display,referral,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,display,display,referral,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,display,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,email,,,2
False,referral,referral,referral,,,2
False,email,social,referral,referral,referral,2
False,referral,referral,display,referral,,2
False,referral,paid_search,referral,,,2
False,referral,referral,social,referral,referral,2
False,display,email,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,email,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,email,paid_search,,2
False,referral,,,,,2
False,paid_search,referral,,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,email,email,email,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,,2
False,display,referral,email,referral,,2
False,referral,referral,,,,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,referral,social,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,referral,social,,,,2
False,referral,,,,,2
False,email,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,referral,social,referral,referral,referral,2
False,social,referral,referral,referral,,2
False,referral,referral,display,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,social,,2
False,referral,email,social,,,2
False,social,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,,,,2
False,social,email,,,,2
False,referral,paid_search,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,display,referral,referral,2
False,referral,email,referral,,,2
False,referral,email,display,referral,,2
False,referral,display,referral,,,2
False,referral,email,,,,2
False,referral,referral,,,,2
False,email,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,social,social,2
False,referral,referral,,,,2
False,referral,,,,,2
False,social,referral,email,,,2
False,social,referral,referral,referral,,2
False,referral,email,referral,,,2
False,referral,referral,paid_search,referral,,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,paid_search,referral,2
False,referral,referral,social,email,referral,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,,,2
False,referral,email,display,referral,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,referral,display,referral,,2
False,referral,display,social,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,display,social,referral,,,2
False,referral,referral,display,,,2
False,referral,email,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,social,referral,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,paid_search,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,social,,,,2
False,social,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,email,referral,social,referral,,2
False,referral,,,,,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,display,referral,,,,2
False,display,email,referral,referral,referral,2
False,social,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,referral,referral,referral,2
False,display,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,display,referral,,,2
False,display,email,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,,,2
False,email,display,referral,,,2
False,referral,display,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,social,referral,referral,,,2
False,referral,display,,,,2
False,referral,referral,paid_search,,,2
False,email,referral,display,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,display,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,email,display,referral,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,paid_search,referral,,2
False,referral,referral,referral,display,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,display,referral,referral,referral,referral,2
False,social,referral,referral,referral,,2
False,referral,referral,,,,2
False,social,display,referral,referral,referral,2
False,social,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,email,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,referral,referral,2
False,display,display,social,referral,,2
False,referral,referral,referral,email,,2
False,referral,email,referral,referral,,2
False,referral,display,referral,referral,,2
False,referral,display,,,,2
False,referral,social,display,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,display,referral,referral,referral,2
False,referral,display,referral,,,2
False,referral,referral,,,,2
False,email,social,referral,referral,referral,2
False,display,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,social,referral,,2
False,email,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,email,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,referral,referral,2
False,referral,display,referral,email,referral,2
False,referral,referral,,,,2
False,referral,referral,referral,social,referral,2
False,display,referral,referral,referral,,2
False,social,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,referral,,2
False,referral,paid_search,referral,,,2
False,referral,referral,referral,paid_search,,2
False,email,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,display,referral,2
False,referral,referral,,,,2
False,referral,social,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,social,email,referral,,,2
False,display,display,referral,,,2
False,display,referral,referral,,,2
False,social,referral,referral,referral,,2
False,display,referral,referral,,,2
False,social,paid_search,display,referral,,2
False,referral,referral,,,,2
False,paid_search,social,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,social,display,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,social,referral,email,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,referral,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,social,referral,display,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,social,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,referral,referral,2
False,display,referral,referral,,,2
False,social,referral,,,,2
False,referral,display,referral,,,2
False,referral,display,referral,display,,2
False,referral,,,,,2
False,email,referral,display,referral,referral,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,paid_search,email,referral,,,2
